Name,NA_sales,EU_sales,JP_sales,other_sales
Sonic and the Black Knight,0.69,0.35,0.01,0.11
Sonic and the Secret Rings,1.24,1.2,0.04,0.3
Sonic Boom: Fire & Ice,0.03,0,0,0
Sonic Boom: Rise of Lyric,0.21,0.09,0,0.03
Sonic Boom: Shattered Crystal,0.17,0.09,0,0.03
Sonic CD,1,0.36,0.09,0.05
Sonic Chronicles: The Dark Brotherhood,0.51,0.29,0.01,0.09
Sonic Classic Collection,0.99,0.8,0,0.18
Sonic Colors,1.7,1.11,0.02,0.29
Sonic Free Riders,0.74,0.26,0,0.09
Sonic Generations,1.77,1.83,0.03,0.53
Sonic Heroes,2.5,2.24,0.13,0.58
Sonic Jam,0,0,0.12,0
Sonic Lost World,0.48,0.27,0.08,0.06
Sonic Mega Collection,1.47,0.48,0.05,0.06
Sonic Mega Collection Plus,2.15,1.4,0,0.26
Sonic PC Collection,0,0.04,0,0.01
Sonic Riders,1.23,0.23,0,0.1
Sonic Riders: Zero Gravity,0.59,0.39,0.02,0.12
Sonic Rivals,0.73,0.42,0,0.28
Sonic Rivals 2,0.44,0.69,0,0.39
Sonic Rush,1.22,1.57,0.06,0.29
Sonic Rush Adventure,0.54,0.49,0.01,0.12
Sonic the Hedgehog,3.88,1.95,0.3,0.9
Sonic the Hedgehog 2,4.47,1.2,0.16,0.19
Sonic the Hedgehog 2 (8-bit),0,0,0.04,0
Sonic the Hedgehog 3,1.02,0.47,0.2,0.07
Sonic Unleashed,2.75,1.38,0.03,0.8
Sonic X: Game Boy Advance Video Volume 1,0.19,0.07,0,0
Sonic's Ultimate Genesis Collection,2.19,1.08,0,0.44
SoniPro,0,0,0.01,0
Sonny with a Chance,0.12,0.02,0,0.01
Sony Computer Science Kenkyuujo Mogi Kenichirou Hakase Kanshuu: Nou ni Kaikan Aha Taiken!,0,0,0.07,0
Sora no Otoshimono Forte: Dreamy Season,0,0,0.02,0
Sora no Otoshimono: DokiDoki Summer Vacation,0,0,0.01,0
So-Ra-No-Wo-To: Otome no Gojuusou,0,0,0.02,0
Sorcery,0.14,0.12,0,0.05
Sorcery Saga: The Curse of the Great Curry God,0,0,0.03,0
Sorry! / Aggravation / Scrabble Junior,0.18,0.07,0,0
Soshite Kono Uchuu ni Kirameku Kimi no Shi XXX,0,0,0.01,0
Sotsugyou Crossworld,0,0,0.08,0.01
Sotsugyou II: Neo Generation,0,0,0.04,0
Sotsugyou II: Neo Generation Special,0,0,0.02,0
Soukaigi,0,0,0.13,0.01
Soukoku no Kusabi: Hiiro no Kakera 3 - Ashita e no Tobira,0,0,0.02,0
Soul Bubbles,0.05,0.02,0,0.01
Soul Eater: Battle Resonance,0,0,0.03,0
Soul Eater: Monotone Princess,0,0,0.02,0
Soul Eater: Plot of Medusa,0,0,0.05,0
Soul Edge,0.61,0.41,0.46,0.1
Soul Nomad & the World Eaters,0.14,0.11,0,0.04
Soul Reaver 2,0.27,0.21,0,0.07
Soul Sacrifice,0.18,0.09,0.22,0.06
Soul Sacrifice Delta,0.01,0.12,0.12,0.04
SoulCalibur,0,0,0.34,0
SoulCalibur II,2.83,1.12,0.27,0.33
SoulCalibur III,0.74,0.15,0.13,0.05
SoulCalibur IV,1.64,0.85,0.21,0.35
SoulCalibur Legends,0.16,0.01,0,0.01
SoulCalibur Legends (JP sales),0,0,0.01,0
SoulCalibur V,0.74,0.38,0.09,0.14
SoulCalibur: Broken Destiny,0.12,0.2,0.07,0.12
SoulLink Extension,0,0,0.01,0
Sound Novel Evolution 1: Otogirisou Sosei-Hen,0,0,0.16,0.01
Sound Novel Machi,0,0,0.09,0
Sound Novel Tsukuru,0,0,0.08,0
Sousaku Alice to Oujisama!,0,0,0.01,0
South Park,1.29,0.5,0,0.07
South Park Rally,0.36,0.17,0,0.02
South Park: Chef's Luv Shack,0.36,0.17,0,0.02
South Park: The Stick of Truth,1.06,0.78,0,0.27
Soviet Strike,0.65,0.44,0,0.08
Space Battleship Yamato: Harukanaru Hoshi Iscandar,0,0,0.16,0.01
Space Bust-A-Move,0.1,0.02,0,0.01
Space Camp,0.26,0,0,0.02
Space Channel 5 Special Edition,0.04,0.03,0,0.01
Space Channel 5: Ulala's Cosmic Attack,0.01,0,0,0
Space Chimps,0.29,0.05,0,0.04
Space Griffon VF-9,0.02,0.02,0.12,0.01
Space Hulk,0,0.01,0,0
Space Hulk: Vengeance of the Blood Angels,0.04,0.03,0,0
Space Invaders,2.57,0.2,0.46,0.03
Space Invaders Extreme,0.18,0.02,0.02,0.02
Space Invaders Extreme 2,0.17,0.01,0,0.01
Space Invaders Revolution,0.01,0,0,0
Space Jam,0.51,0.35,0,0.06
Space Raiders,0.01,0,0,0
Space Station Silicon Valley,0.12,0.03,0,0
Space Venus starring Morning Musume,0,0,0.14,0
Spanish for Everyone!,0.02,0,0,0
Spartan: Total Warrior,0.26,0.13,0,0.03
Spawn the Eternal,0.14,0.09,0,0.02
Spawn: Armageddon,0.4,0.22,0,0.07
Spec Ops: Airborne Commando,1.54,0.46,0,0.08
Spec Ops: Covert Assault,0.24,0.16,0,0.03
Spec Ops: Ranger Elite,0.49,0.33,0,0.06
Spec Ops: The Line,0.51,0.53,0.04,0.16
Special Forces: Nemesis Strike,0.03,0.01,0,0
Spectral Force 3,0.08,0,0,0.01
Spectral Force Genesis,0.08,0,0.01,0.01
Spectral Souls: Resurrection of the Ethereal Empires,0.03,0,0,0
Spectrobes,0.67,0.03,0,0.06
Spectrobes: Beyond the Portals,0.37,0.11,0,0.04
Spectrobes: Origins,0.16,0.02,0,0.02
Speed,0.04,0.02,0,0.01
Speed Kings,0.1,0.05,0,0.01
Speed Punks,0.11,0.08,0,0.01
Speed Racer,0.04,0.02,0,0
Speed Racer: The Videogame,0.75,0.15,0,0.09
Speed Zone,0.01,0.05,0,0.01
Speedball 2100,0.1,0.07,0,0.01
Spelling Challenges and more!,0.78,0,0,0.06
Sphinx and the Cursed Mummy,0.42,0.22,0,0.06
Spice World,0.37,0.25,0,0.04
Spider-Man,3,1.39,0.02,0.18
Spider-Man 2,4.74,2.14,0.05,0.69
Spider-Man 2: Enter: Electro,0.57,0.87,0.02,0.09
Spider-Man 3,2.35,0.63,0.03,0.42
Spider-Man: Battle for New York,0.12,0,0,0.01
Spider-Man: Edge of Time,0.57,0.18,0,0.08
Spider-Man: Friend or Foe,1.3,0.04,0,0.13
Spider-Man: Mysterio's Menace,0.43,0.16,0,0.01
Spider-Man: Shattered Dimensions,0.8,0.32,0,0.12
Spider-Man: The Movie,5.56,2.41,0.05,0.37
Spider-Man: Web of Shadows,0.97,0.17,0,0.12
Spider-Man: Web of Shadows - Amazing Allies Edition,0.12,0.02,0,0.02
Spin Jam,0.17,0.12,0,0.02
Spirit Camera: The Cursed Memoir,0.12,0.02,0.06,0.01
Spirit: Stallion of the Cimarron,0.21,0.08,0,0.01
Spirits & Spells,0.02,0,0,0
Spirits and Demons: 5 Game Pack,0,0.02,0,0
Spitfire Heroes: Tales of the Royal Air Force,0.05,0,0,0
SplashDown,0.43,0.29,0,0.09
SplashDown: Rides Gone Wild,0.24,0.19,0,0.06
Splat Renegade Paintball,0.04,0.01,0,0
Splatoon,1.55,1.15,1.44,0.43
Splatterhouse,0.27,0.05,0,0.03
Split/Second,0.7,0.6,0.01,0.21
Spongebob Squarepants / Fairly Odd Parents Double Pack,0.11,0.04,0,0
SpongeBob SquarePants featuring Nicktoons: Globs of Doom,1.31,0.22,0,0.15
SpongeBob SquarePants: Battle for Bikini Bottom,3.15,1.07,0,0.21
SpongeBob SquarePants: Creature from the Krusty Krab,1.15,0.09,0,0.09
SpongeBob SquarePants: Double Pack,0.23,0.08,0,0.01
SpongeBob SquarePants: Game Boy Advance Video Volume 1,0.46,0.17,0,0.01
SpongeBob SquarePants: Game Boy Advance Video Volume 2,0.38,0.14,0,0.01
SpongeBob SquarePants: Game Boy Advance Video Volume 3,0.15,0.05,0,0
"SpongeBob SquarePants: Lights, Camera, Pants!",1.27,0.3,0,0.09
SpongeBob SquarePants: Plankton's Robotic Revenge,0.04,0.1,0,0
SpongeBob SquarePants: Revenge of the Flying Dutchman,1.6,0.68,0,0.19
SpongeBob SquarePants: SuperSponge,1.51,0.73,0,0.09
SpongeBob SquarePants: The Yellow Avenger,0.87,0.21,0,0.18
SpongeBob SquigglePants,0.36,0.03,0,0.03
SpongeBob SquigglePants 3D,0.13,0.05,0,0.02
SpongeBob vs The Big One: Beach Party Cook Off,0.24,0.11,0,0.04
SpongeBob: HeroPants,0.14,0.01,0,0.02
SpongeBob's Atlantis SquarePantis,2.43,0.02,0,0.21
SpongeBob's Boating Bash,0.39,0.08,0,0.04
SpongeBob's Surf & Skate Roadtrip,0.26,0.05,0,0.02
SpongeBob's Truth or Square,0.13,0.15,0,0.02
SpongeBob's Truth or Square (US sales),1.44,0.01,0,0
Spore,0.03,1.06,0,0.09
Spore Creatures,0.67,0.3,0,0.11
Spore Galactic Adventures,0,0.01,0,0
Spore Hero,0.36,0.03,0,0.03
Spore Hero Arena,0.18,0,0,0.01
Sports Car GT,0.12,0.08,0,0.01
Sports Champions,2.12,1.14,0.1,0.51
Sports Collection,0.06,0.01,0,0.01
Sports Illustrated for Kids: Baseball,0.12,0.05,0,0
Sports Illustrated for Kids: Football,0.13,0.05,0,0
Spot Goes to Hollywood,0.04,0.03,0,0
SPRay,0.04,0,0,0
Sprint Cars: Road to Knoxville,0.03,0.03,0,0.01
Sprung - A Game Where Everyone Scores,0.06,0,0,0
Spy Fiction,0.02,0.02,0,0.01
Spy Fox in Dry Cereal,0.06,0,0,0
Spy Games: Elevator Mission,0.06,0,0,0
Spy Hunter,1.54,0.43,0,0.24
Spy Hunter / Super Sprint,0.02,0.01,0,0
Spy Hunter 2,0.34,0.22,0,0.06
Spy Hunter: Nowhere To Run,0.01,0.01,0,0
Spy Kids 3-D: Game Over,0.24,0.09,0,0.01
Spy Kids Challenger,0.18,0.07,0,0
Spy vs Spy,0.08,0.02,0,0
Spyborgs,0.1,0.01,0,0.01
Spyro 2: Ripto's Rage!,2.14,1.21,0.01,0.17
Spyro 2: Season of Flame,0.85,0.65,0,0.08
Spyro Orange: The Cortex Conspiracy,0.41,0.15,0,0.01
Spyro the Dragon,3.36,1.36,0.07,0.21
Spyro: A Hero's Tail,0.65,0.34,0,0.1
Spyro: Attack of the Rhynocs,0.22,0.08,0,0.01
Spyro: Enter the Dragonfly,1.29,1.09,0,0.3
Spyro: Season of Ice,1.29,0.83,0,0.11
Spyro: Shadow Legacy,0.14,0.01,0,0.01
Spyro: Year of the Dragon,1.93,1.58,0,0.19
Squeeballs Party,0.34,0,0,0.02
Squinkies,0.27,0.02,0,0.02
Squinkies 2: Adventure Mall Surprize!,0.1,0,0,0.01
Squishy Tank,0.07,0,0,0
SRS: Street Racing Syndicate,0.51,0.28,0,0.08
SSX,1.51,1.31,0.08,0.4
SSX 3,1.6,0.71,0,0.24
SSX Blur,0.29,0.01,0,0.03
SSX On Tour,0.68,0.28,0,0.1
SSX Tricky,1.73,0.91,0,0.25
Stacked with Daniel Negreanu,0.09,0.04,0,0.01
Stadium Games,0.03,0.01,0,0
Stake: Fortune Fighters,0.02,0.01,0,0
Star Driver: Kagayaki no Takuto - Ginga Bishounen Densetsu,0,0,0.05,0
Star Fighter,0.04,0.02,0,0
Star Fox,1.61,0.51,0.8,0.07
Star Fox 64,2.78,0.58,0.64,0.04
Star Fox 64 3D,0.48,0.27,0.13,0.07
Star Fox Adventures,0.96,0.53,0.3,0.09
Star Fox Command,0.39,0.01,0.1,0.04
Star Fox: Assault,0.68,0.18,0.19,0.03
Star Fox: Zero,0.16,0.1,0.07,0.03
Star Gladiator Episode: I Final Crusade,0.07,0.05,0.15,0.02
Star Ocean,0,0,0.23,0
Star Ocean 5: Integrity and Faithlessness,0.06,0.07,0.18,0.02
Star Ocean: Blue Sphere,0,0,0.14,0
Star Ocean: First Departure,0.2,0.14,0.22,0.09
Star Ocean: Second Evolution,0.14,0.02,0.16,0.02
Star Ocean: The Last Hope,0.32,0.2,0.21,0.06
Star Ocean: The Last Hope International,0.28,0.16,0.22,0.08
Star Ocean: The Second Story,0.26,0.1,0.72,0.02
Star Ocean: Till The End of Time,0.8,0.21,0.55,0.15
Star Soldier,0.32,0.06,0.57,0.01
Star Soldier: Vanishing Earth,0.05,0.01,0,0
Star Trek Online,0,0.02,0,0
Star Trek: Conquest,0.17,0.05,0,0.02
Star Trek: Invasion,0.15,0.1,0,0.02
Star Trek: Legacy,0.14,0.04,0,0.02
Star Trek: Shattered Universe,0.08,0.05,0,0.01
Star Trek: Tactical Assault,0.07,0.02,0,0
Star Trek: The Game,0.22,0.22,0,0.07
Star Trek: Voyager Elite Force,0.07,0.06,0,0.02
Star Wars Battlefront (2015),5,4.88,0.24,1.58
Star Wars Battlefront: Elite Squadron,0.82,0.28,0,0.2
Star Wars Battlefront: Renegade Squadron,0.9,0.47,0,0.32
Star Wars Episode 1: Jedi Power Battles,0.66,0.48,0.01,0.06
Star Wars Episode I Racer,2.31,0.62,0.14,0.04
Star Wars Episode I: Battle for Naboo,0.21,0.05,0,0
Star Wars Episode I: The Phantom Menace,0.72,0.89,0.04,0.1
Star Wars Episode II: Attack of the Clones,0.55,0.2,0,0.01
Star Wars Episode III: Revenge of the Sith,3.06,1.99,0.03,0.51
Star Wars Jedi Knight II: Jedi Outcast,0.41,0.12,0,0.02
Star Wars Jedi Knight: Jedi Academy,0.34,0.13,0,0.03
Star Wars Knights of the Old Republic II: The Sith Lords,1,0.37,0,0.06
Star Wars Racer Revenge,0.15,0.12,0,0.04
Star Wars Rogue Leader: Rogue Squadron II,1.03,0.75,0.03,0.09
Star Wars Rogue Squadron III: Rebel Strike,0.62,0.16,0,0.02
Star Wars Starfighter: Special Edition,0.3,0.1,0,0.02
Star Wars The Clone Wars: Jedi Alliance,0.62,0.11,0,0.07
Star Wars The Clone Wars: Lightsaber Duels,1.23,0.3,0,0.14
Star Wars The Clone Wars: Republic Heroes,1.42,0.96,0,0.39
Star Wars Trilogy: Apprentice of the Force,0.3,0.11,0,0.01
Star Wars: Battlefront,3.23,1.79,0.03,0.53
Star Wars: Battlefront II,4.47,1.6,0.04,0.57
Star Wars: Bounty Hunter,0.73,0.47,0,0.15
Star Wars: Clone Wars,0.65,0.3,0,0.07
Star Wars: Dark Forces,1.4,0.98,0,0.13
Star Wars: Demolition,0.25,0.17,0,0.03
Star Wars: Empire at War,0.01,0.06,0,0.02
Star Wars: Empire at War - Forces of Corruption,0,0.02,0,0
Star Wars: Empire at War - Gold Pack,0.01,0.06,0,0.01
Star Wars: Flight of the Falcon,0.25,0.09,0,0.01
Star Wars: Jedi Power Battles,0.1,0.04,0,0
Star Wars: Jedi Starfighter,0.59,0.26,0,0.08
Star Wars: Knights of the Old Republic,1.69,0.54,0,0.1
Star Wars: Lethal Alliance,0.19,0.02,0,0.02
Star Wars: Masters of Teras Kasi,0.38,0.26,0,0.04
Star Wars: Obi-Wan,0.52,0.16,0,0.02
Star Wars: Rebel Assault II - The Hidden Empire,0.49,0.33,0,0.06
Star Wars: Republic Commando,0.48,0.21,0,0.03
Star Wars: Rogue Squadron,1.6,0.46,0.08,0.03
Star Wars: Shadows of the Empire,2,0.5,0.12,0.03
Star Wars: Starfighter,0.61,0.87,0.02,0.26
Star Wars: Super Bombad Racing,0.08,0.06,0,0.02
Star Wars: The Clone Wars & Tetris Worlds,0.14,0.04,0,0.01
Star Wars: The Force Unleashed,5.32,2.97,0.01,1.91
Star Wars: The Force Unleashed II,2.5,1.16,0,0.42
Star Wars: The Old Republic,1.58,1.01,0,0.38
Star X,0.03,0.01,0,0
StarBlade α,0,0,0.15,0.01
StarCraft,0,0.04,0,0.01
Starcraft 64,0.13,0.03,0,0
StarCraft II: Heart of the Swarm,0.82,0.65,0,0.19
StarCraft II: Legacy of the Void,0.18,0.29,0,0.04
StarCraft II: Wings of Liberty,2.56,1.68,0,0.59
Starhawk,0.18,0.05,0.03,0.03
Starry ? Sky: After Autumn,0,0,0.01,0
Starry ? Sky: After Spring,0,0,0.04,0
Starry ? Sky: After Summer,0,0,0.02,0
Starry ? Sky: In Autumn,0,0,0.03,0
Starry ? Sky: In Spring,0,0,0.05,0
Starry ? Sky: In Summer,0,0,0.06,0
Starry ? Sky: In Winter,0,0,0.03,0
Starship Troopers,0,0.02,0,0
Starshot: Space Circus Fever,0.02,0.01,0,0
Starsky & Hutch,0.72,0.43,0,0.13
Start the Party!,0.07,0.42,0,0.14
Start the Party! Save the World,0,0.09,0,0.03
Starwinder: The Ultimate Space Race,0.03,0.02,0,0
State of Decay,0.14,0.05,0,0.02
State of Emergency,0.99,0.71,0,0.23
State of Emergency 2,0.04,0.03,0,0.01
Steal Princess,0.02,0,0,0
Steambot Chronicles,0.02,0.01,0,0
Steambot Chronicles: Battle Tournament,0.05,0,0.01,0
Steel Battalion,0.05,0.02,0.02,0
Steel Battalion: Heavy Armor,0.08,0.03,0.02,0.01
Steel Battalion: Line of Contact,0.02,0.01,0,0
Steel Diver,0.31,0.1,0.05,0.03
Steins;Gate,0.08,0.13,0.27,0.06
Steins;Gate 0,0,0,0.13,0
Steins;Gate: Hiyoku Renri no Darling,0,0,0.16,0
Steins;Gate: Senkei Kousoku no Phonogram,0,0,0.08,0
Stella Deus: The Gate of Eternity,0.04,0.03,0,0.01
Stella Glow,0.16,0.01,0.05,0.02
Stellaris,0,0.03,0,0
Still Life,0.05,0.02,0,0
Still Life 2,0,0.01,0,0
StokEd,0.18,0.01,0,0.01
Stoked: Big Air Edition,0.02,0.02,0,0
Stolen,0.02,0.01,0,0
Stolen Song,0,0,0.11,0.01
Storm Lover 2nd,0,0,0.02,0
Storm Lover 2nd V,0,0,0.02,0
Storm Lover Kai!!,0,0,0.02,0
STORM: Frontline Nation,0,0.01,0,0
StormLover,0,0,0.03,0
StormLover Karen!!,0,0,0.02,0
Stormrise,0.24,0.07,0,0.03
Story Hour: Adventures,0.03,0,0,0
Story Hour: Fairy Tales,0.04,0,0,0
Story of Seasons,0,0.13,0.26,0.01
Story of Seasons: Good Friends of the Three Villages,0,0,0.19,0
Storybook Workshop,0.07,0,0,0.01
Stranger of Sword City,0.02,0.02,0,0.01
Stranglehold,0.64,0.36,0.01,0.12
Strawberry Shortcake: Game Boy Advance Video Volume 1,0.11,0.04,0,0
Strawberry Shortcake: Strawberryland Games,0.05,0,0,0
Strawberry Shortcake: Summertime Adventure,0.47,0.18,0,0.01
Streak: Hoverboard Racing,0.09,0.06,0,0.01
Street Fighter Alpha 2,0.14,0.09,1.06,0.06
Street Fighter Alpha 3,0.49,0.16,0.51,0.02
Street Fighter Alpha 3 MAX,0.27,0.01,0.02,0.03
Street Fighter Alpha: Warriors' Dreams,0.17,0.11,0.78,0.05
Street Fighter Anniversary Collection,0.43,0.28,0,0.09
Street Fighter Collection,0,0,0.2,0.01
Street Fighter EX Plus Alpha,0.28,0.19,0.23,0.05
Street Fighter EX2 Plus,0.13,0.09,0,0.02
Street Fighter EX3,0.32,0.25,0.2,0.08
Street Fighter II Turbo,1.42,0.51,2.1,0.07
Street Fighter II': Special Champion Edition,1,0.3,0.31,0.04
Street Fighter II': Special Champion Edition (JP weekly sales),0,0,0.07,0
Street Fighter II: The World Warrior,2.47,0.83,2.87,0.12
Street Fighter IV,3.91,1.81,0.73,0.81
Street Fighter V,0.35,0.31,0.08,0.13
Street Fighter X Tekken,0.87,0.39,0.14,0.17
Street Fighter: The Movie,0.1,0.07,0,0.01
Street Hoops,0.75,0.43,0,0.13
Street Jam Basketball,0.02,0.01,0,0
Street Racer,0.09,0.06,0,0.01
Street Sk8er,0.37,0.25,0,0.04
Street Supremacy,0.03,0,0,0
Streets of Rage,1.86,0.55,0.11,0.08
Streets of Rage 3,0,0,0.07,0
Stretch Panic,0.02,0.02,0,0.01
Strider (2014),0,0,0.01,0
Strider 2,0.05,0.03,0,0.01
Strike Force Bowling,0.38,0.26,0,0.08
Strike Point,0.04,0.03,0,0
Strike Witches 2: Iyasu Naosu Punipunisuru,0,0,0.02,0
Strike Witches: Anata to Dekiru Koto - A Little Peaceful Days,0,0,0.02,0
Strike Witches: Aoi no Dengekisen - Shin Taichou Funtousuru!,0,0,0.03,0
Strike Witches: Shirogane no Tsubasa,0,0,0.04,0
Striker 96,0.04,0.03,0,0.01
Strikers 1945,0.07,0.05,0.05,0.01
Strongest Tokyo University Shogi DS,0,0,0.02,0
Stronghold,0,0.09,0,0.02
Stronghold 2 Deluxe,0,0.02,0,0
Stronghold 3,0.06,0.1,0,0
Stronghold Crusader Extreme,0,0.02,0,0
Stronghold Kingdoms,0,0.1,0,0.02
Stronghold Legends,0,0.01,0,0
Stuart Little 2,0.33,0.12,0,0.01
Stuart Little 3: Big Photo Adventure,0.04,0.03,0,0.01
Stubbs the Zombie in Rebel Without a Pulse,0.08,0.02,0,0
Stunt GP,0.02,0.02,0,0.01
Stunt Race FX,0,0,0.35,0
Stuntman,0.79,0.6,0,0.2
Stuntman: Ignition,0.55,0.68,0,0.2
Style Book: Cinnamoroll,0,0,0.01,0
Style Book: Junior City,0,0,0.02,0
Style Lab: Jewelry Design,0.32,0,0,0.02
Style Lab: Makeover,0.35,0.03,0,0.03
Style Savvy,0.63,0.84,0.96,0.19
Style Savvy: Trendsetters,0.16,0.02,0.53,0.01
Sub Rebellion,0.04,0.03,0,0.01
Sudeki,0.14,0.04,0,0.01
Sudoku Ball Detective,0.08,0.01,0,0
Sudoku Fever,0.05,0.02,0,0
Sudoku Gridmaster,0.13,0.03,0,0.01
Sudoku Gridmaster (JP sales),0,0,0.19,0
Sudoku Mania,0.09,0,0,0.01
Sudokuro,0.1,0,0,0.01
Sugar + Spice! Anoko no Suteki na Nanimokamo,0,0,0.01,0
Suggoi! Arcana Heart 2,0,0,0.03,0
Sugoi Hebereke,0,0,0.02,0
Suikoden,0.21,0.14,0.21,0.04
Suikoden II,0.15,0.1,0.38,0.04
Suikoden III,0.29,0.23,0.38,0.08
Suikoden IV,0.17,0.13,0.3,0.05
Suikoden Tactics,0.06,0.05,0.07,0.02
Suikoden Tierkreis,0.09,0.01,0.15,0.01
Suikoden V,0.08,0.06,0.19,0.02
Suikoden: Tsumugareshi Hyakunen no Toki,0,0,0.13,0
Suite PreCure: Melody Collection,0,0,0.13,0
Sumikko Gurashi: Koko ga Ochitsukundesu,0,0,0.17,0
Sumikko Gurashi: Mura o Tsukurundesu,0,0,0.06,0
Sumikko Gurashi: Omise Hajimerundesu,0,0,0.14,0
Summer Athletics,0,0.01,0,0
Summer Athletics 2009,0,0.04,0,0
Summer Athletics: The Ultimate Challenge,0.02,0.01,0,0.18
Summer Athletics: The Ultimate Challenge (Others sales),0,0.2,0,0.01
Summer Athletics: The Ultimate Challenge (US sales),0.23,0.04,0,0
Summer Challenge: Athletics Tournament,0,0.04,0,0.01
Summer Heat Beach Volleyball,0.14,0.11,0,0.04
Summer Sports 2: Island Sports Party,0.24,0,0,0.02
Summer Sports: Paradise Island,0.49,0.02,0,0.04
Summer Sports: Paradise Island (Others sales),0,0.66,0,0.01
Summon Night,0,0,0.07,0
Summon Night 2,0,0,0.06,0
Summon Night 3,0,0,0.36,0
Summon Night 4,0,0,0.25,0
Summon Night 5,0,0,0.15,0
Summon Night 6: Lost Borders,0,0,0.09,0
Summon Night Craft Sword Monogatari: Hajimari no Ishi,0,0,0.04,0
Summon Night EX-Thesis: Yoake no Tsubasa,0,0,0.16,0
Summon Night Granthese: Horobi no Ken to Yakusoku no Kishi,0,0,0.02,0
Summon Night X: Tears Crown,0,0,0.05,0
Summon Night: Swordcraft Story,0.02,0.01,0,0
Summon Night: Twin Age,0.07,0,0.05,0.01
Summoner,0.25,0.2,0,0.07
Summoner 2,0.1,0.08,0,0.03
Summoner: A Goddess Reborn,0.04,0.01,0,0
Sunday vs Magazine Shuuketsu! Choujou Daikessen,0,0,0.03,0
Sunny Garcia Surfing,0.02,0.01,0,0
Sunrise Eiyuutan R,0,0,0.06,0
Sunset Overdrive,0.62,0.4,0,0.08
Super Adventure Island,0,0,0.22,0
Super Army War,0.03,0.01,0,0
Super Baseball,0.07,0,0,0
Super Baseball Simulator 1.000,0,0,0.2,0
Super Batter Up,0,0,0.46,0
Super Battle For Money Sentouchuu: Kyuukyoku no Shinobu to Battle Player Choujou Kessen!,0,0,0.01,0
Super Black Bass Fishing,0.04,0,0,0
Super Bomberman,0,0,0.57,0
Super Bomberman 2,0,0,0.81,0
Super Bomberman 3,0,0,0.7,0
Super Bomberman 4,0,0,0.44,0
Super Bomberman 5,0,0,0.3,0
Super Bowling,0.02,0,0,0
Super Breakout,0.41,0.03,0,0
Super Bubble Pop,0.05,0.01,0,0
Super Bust-A-Move,0.2,0.14,0,0.04
Super Castlevania IV,0.32,0.05,0.25,0.01
Super Collapse! 3,0.25,0,0,0.02
Super Collapse! II,0.02,0.01,0,0
Super Dodge Ball,0,0,0.02,0
Super Dodge Ball Advance,0.14,0.05,0,0
Super Dodgeball Brawlers,0.13,0,0,0.01
Super Dodgeball Brawlers (jp sales),0,0,0.03,0
Super Dragon Ball Z,0.09,0.07,0.19,0.02
Super Duper Sumos,0.02,0.01,0,0
Super Famista 3,0,0,0.39,0
Super Famista 4,0,0,0.42,0
Super Famista 5,0,0,0.5,0
Super Fire ProWrestling,0,0,0.39,0
Super Fire ProWrestling Special,0,0,0.36,0
Super Fire ProWrestling X,0,0,0.28,0
Super Football,0.07,0,0,0
Super Formation Soccer 94,0,0,0.37,0
Super Fruit Fall,0.01,0,0,0
Super Ghouls 'n Ghosts,0.55,0.16,0.52,0.02
Super Hero Generation,0,0,0.07,0
Super Heroine Chronicle,0,0,0.08,0
Super Jinsei Game 2,0,0,0.05,0
Super Mahjong 2: Honkaku 4Jin Uchi,0,0,0.06,0
Super Mario 3D Land,4.89,2.99,2.13,0.78
Super Mario 3D World,2.11,1.11,0.72,0.3
Super Mario 64,11.99,5.96,3.16,1.21
Super Mario Advance,3.14,1.24,0.91,0.2
Super Mario All-Stars,5.99,2.15,2.12,0.29
Super Mario All-Stars: Limited Edition,1.02,0.52,0.92,0.14
Super Mario Bros.,32.48,4.88,6.96,0.99
Super Mario Bros. 2,5.39,1.18,0.7,0.19
Super Mario Bros. 3,12.47,4.69,4.67,0.66
Super Mario Bros.: The Lost Levels,0,0,2.65,0
Super Mario Galaxy,6.16,3.4,1.2,0.76
Super Mario Galaxy 2,3.66,2.42,0.98,0.64
Super Mario Kart,3.54,1.24,3.81,0.18
Super Mario Land,10.83,2.71,4.18,0.42
Super Mario Land 2: 6 Golden Coins,6.16,2.04,2.69,0.29
Super Mario Land 3: Wario Land,2.49,0.98,1.57,0.15
Super Mario Maker,1.18,0.87,0.93,0.2
Super Mario RPG: Legend of the Seven Stars,0.66,0,1.45,0.03
Super Mario Strikers,0.98,0.38,0.2,0.04
Super Mario Sunshine,4.01,1.26,0.87,0.17
Super Mario World,15.99,4.86,4.49,0.75
Super Mario World 2: Yoshi's Island,3.4,1.06,2.38,0.18
Super Meat Boy: Ultra Edition!,0,0.02,0,0.01
Super Metroid,0.57,0.12,0.71,0.02
Super Momotarou Dentetsu DX,0,0,0.47,0
Super Momotarou Dentetsu III,0,0,0.91,0
Super Monkey Ball,0.95,0.37,0.1,0.04
Super Monkey Ball 2,1.11,0.31,0.06,0.04
Super Monkey Ball 3D,0.26,0.15,0.05,0.04
Super Monkey Ball Adventure,0.18,0.06,0,0.01
Super Monkey Ball Deluxe,0.23,0.12,0,0.04
Super Monkey Ball Jr.,0.51,0.19,0,0.01
Super Monkey Ball: Banana Blitz,1.07,0.92,0.04,0.24
Super Monkey Ball: Step & Roll,0.17,0.2,0,0.04
